"","YearDecimal","Latitude30value","Latitude30uncertainty","Latitude33value","Latitude33uncertainty","Latitude37value","Latitude37uncertainty","Latitude41value","Latitude41uncertainty","Latitude44value","Latitude44uncertainty","Latitude49value","Latitude49uncertainty","Latitude53value","Latitude53uncertainty","Latitude58value","Latitude58uncertainty","Latitude64value","Latitude64uncertainty","Latitude72value","Latitude72uncertainty","Latitude90value","Latitude90uncertainty"
"1562",2011.520833,391.004,0.442,390.306,0.439,389.479,0.557,388.622,0.764,387.881,0.951,387.395,1.038,387.232,0.996,387.374,0.841,387.734,0.635,388.183,0.463,388.601,0.401
"1563",2011.541667,390.121,0.469,389.284,0.477,388.27,0.624,387.186,0.861,386.203,1.072,385.49,1.168,385.14,1.121,385.147,0.951,385.419,0.727,385.815,0.548,386.196,0.492
"1564",2011.5625,389.278,0.493,388.34,0.504,387.192,0.657,385.938,0.901,384.761,1.117,383.85,1.216,383.318,1.166,383.169,0.992,383.319,0.764,383.621,0.586,383.931,0.534
"1565",2011.583333,388.51,0.541,387.52,0.554,386.306,0.688,384.961,0.905,383.662,1.098,382.605,1.181,381.915,1.126,381.612,0.954,381.621,0.736,381.802,0.566,382.012,0.517
"1566",2011.604167,387.889,0.611,386.872,0.623,385.647,0.698,384.289,0.848,382.953,0.995,381.824,1.057,381.029,1.002,380.597,0.846,380.468,0.647,380.518,0.489,380.615,0.44
"1567",2011.625,387.331,0.704,386.391,0.693,385.272,0.696,384.016,0.76,382.74,0.844,381.61,0.879,380.753,0.825,380.214,0.689,379.953,0.514,379.872,0.368,379.856,0.314
"1568",2011.645833,386.912,0.778,386.111,0.746,385.175,0.685,384.104,0.658,382.975,0.671,381.918,0.674,381.057,0.621,380.45,0.509,380.084,0.365,379.887,0.233,379.768,0.167
"1569",2011.666667,386.671,0.811,386.056,0.766,385.354,0.667,384.528,0.576,383.604,0.53,382.68,0.504,381.866,0.456,381.233,0.37,380.793,0.261,380.504,0.156,380.302,0.095
"1570",2011.6875,386.653,0.79,386.254,0.743,385.813,0.638,385.259,0.531,384.572,0.468,383.813,0.438,383.08,0.401,382.454,0.338,381.968,0.264,381.61,0.208,381.345,0.196
"1571",2011.708333,386.878,0.725,386.705,0.688,386.526,0.603,386.243,0.523,385.797,0.49,385.214,0.483,384.58,0.459,383.98,0.404,383.468,0.337,383.061,0.297,382.747,0.302
"1572",2011.729167,387.352,0.639,387.394,0.621,387.453,0.571,387.414,0.54,387.186,0.55,386.768,0.569,386.23,0.551,385.663,0.489,385.137,0.41,384.694,0.361,384.343,0.368
"1573",2011.75,388.053,0.565,388.28,0.57,388.536,0.556,388.695,0.565,388.647,0.606,388.367,0.64,387.914,0.625,387.379,0.553,386.846,0.456,386.376,0.392,385.998,0.394
"1574",2011.770833,389.052,0.515,389.468,0.519,389.895,0.491,390.202,0.477,390.265,0.518,390.049,0.583,389.615,0.606,389.066,0.559,388.501,0.469,387.995,0.395,387.589,0.384
"1575",2011.791667,389.903,0.496,390.349,0.498,390.809,0.47,391.18,0.457,391.348,0.506,391.264,0.578,390.959,0.605,390.51,0.558,390.008,0.462,389.535,0.375,389.143,0.353
"1576",2011.8125,390.758,0.483,391.194,0.478,391.648,0.441,392.044,0.426,392.287,0.48,392.314,0.558,392.131,0.588,391.789,0.543,391.365,0.442,390.942,0.345,390.579,0.31
"1577",2011.833333,391.547,0.482,391.944,0.463,392.365,0.413,392.764,0.39,393.062,0.444,393.191,0.525,393.129,0.557,392.903,0.513,392.572,0.413,392.217,0.312,391.902,0.264
"1578",2011.854167,392.211,0.493,392.556,0.46,392.936,0.392,393.334,0.355,393.683,0.403,393.909,0.483,393.97,0.515,393.866,0.473,393.644,0.379,393.373,0.277,393.12,0.223
"1579",2011.875,392.749,0.457,393.034,0.398,393.375,0.326,393.772,0.307,394.172,0.366,394.494,0.438,394.677,0.463,394.701,0.423,394.594,0.336,394.419,0.244,394.24,0.193
"1580",2011.895833,393.353,0.476,393.645,0.376,393.972,0.262,394.346,0.23,394.735,0.304,395.079,0.382,395.319,0.408,395.427,0.373,395.414,0.296,395.329,0.216,395.225,0.173
"1581",2011.916667,393.539,0.561,393.886,0.491,394.326,0.401,394.839,0.357,395.35,0.379,395.774,0.41,396.058,0.403,396.192,0.349,396.207,0.268,396.156,0.194,396.09,0.159
"1582",2011.9375,393.676,0.532,394.025,0.469,394.489,0.379,395.047,0.324,395.621,0.332,396.124,0.357,396.495,0.352,396.72,0.308,396.822,0.242,396.847,0.18,396.847,0.152
"1583",2011.958333,393.813,0.449,394.175,0.399,394.663,0.327,395.251,0.288,395.864,0.302,396.414,0.328,396.844,0.327,397.135,0.29,397.304,0.231,397.393,0.177,397.448,0.151
"1584",2011.979167,394.005,0.328,394.384,0.294,394.883,0.257,395.474,0.26,396.089,0.298,396.651,0.334,397.106,0.336,397.436,0.3,397.654,0.243,397.793,0.188,397.894,0.16
"1585",2012,394.316,0.194,394.705,0.187,395.188,0.205,395.744,0.264,396.319,0.333,396.85,0.379,397.294,0.383,397.636,0.343,397.886,0.277,398.065,0.211,398.201,0.174
"1586",2012.020833,394.643,0.125,395.041,0.155,395.502,0.222,396.009,0.311,396.524,0.397,397.004,0.451,397.418,0.454,397.757,0.406,398.024,0.324,398.23,0.24,398.394,0.19
"1587",2012.041667,395.056,0.2,395.447,0.233,395.864,0.295,396.298,0.387,396.731,0.48,397.139,0.539,397.506,0.54,397.826,0.481,398.099,0.378,398.325,0.271,398.51,0.2
"1588",2012.0625,395.517,0.309,395.887,0.337,396.247,0.386,396.6,0.472,396.946,0.569,397.277,0.632,397.59,0.629,397.883,0.556,398.153,0.431,398.391,0.296,398.592,0.201
"1589",2012.083333,396.009,0.383,396.354,0.411,396.658,0.457,396.936,0.545,397.2,0.647,397.458,0.715,397.713,0.708,397.971,0.621,398.225,0.474,398.462,0.313,398.667,0.195
"1590",2012.104167,396.459,0.42,396.782,0.451,397.046,0.503,397.274,0.599,397.484,0.709,397.689,0.779,397.897,0.768,398.116,0.668,398.343,0.504,398.563,0.323,398.76,0.188
"1591",2012.125,396.822,0.419,397.136,0.459,397.388,0.524,397.603,0.633,397.798,0.75,397.979,0.821,398.153,0.804,398.332,0.694,398.519,0.518,398.706,0.326,398.877,0.187
"1592",2012.145833,397.066,0.383,397.379,0.434,397.651,0.518,397.899,0.643,398.123,0.768,398.314,0.838,398.473,0.815,398.613,0.698,398.75,0.516,398.887,0.323,399.017,0.189
"1593",2012.166667,397.19,0.319,397.525,0.383,397.848,0.491,398.161,0.633,398.445,0.764,398.671,0.833,398.829,0.806,398.935,0.685,399.017,0.501,399.093,0.312,399.172,0.191
"1594",2012.1875,397.365,0.233,397.764,0.313,398.16,0.445,398.534,0.603,398.854,0.74,399.084,0.809,399.214,0.781,399.267,0.66,399.282,0.48,399.293,0.296,399.317,0.185
"1595",2012.208333,397.319,0.207,397.757,0.283,398.232,0.418,398.704,0.579,399.114,0.714,399.404,0.779,399.552,0.748,399.585,0.628,399.553,0.452,399.507,0.275,399.48,0.169
"1596",2012.229167,397.282,0.225,397.754,0.272,398.295,0.394,398.846,0.548,399.328,0.68,399.667,0.74,399.834,0.71,399.855,0.593,399.792,0.423,399.705,0.251,399.641,0.141
"1597",2012.25,397.287,0.278,397.776,0.288,398.356,0.377,398.956,0.515,399.482,0.637,399.853,0.696,400.037,0.667,400.06,0.556,399.986,0.393,399.883,0.225,399.801,0.107
"1598",2012.270833,397.338,0.335,397.82,0.314,398.406,0.364,399.019,0.478,399.563,0.588,399.952,0.643,400.154,0.617,400.196,0.515,400.136,0.363,400.044,0.203,399.967,0.075
"1599",2012.291667,397.411,0.365,397.856,0.323,398.416,0.343,399.014,0.436,399.553,0.537,399.954,0.589,400.183,0.569,400.262,0.478,400.244,0.34,400.189,0.194,400.141,0.075
"1600",2012.3125,397.462,0.352,397.842,0.298,398.347,0.308,398.908,0.395,399.435,0.495,399.849,0.551,400.118,0.539,400.256,0.461,400.306,0.339,400.314,0.21,400.316,0.115
"1601",2012.333333,397.409,0.303,397.699,0.251,398.136,0.273,398.66,0.372,399.182,0.479,399.625,0.546,399.952,0.547,400.169,0.479,400.308,0.369,400.398,0.249,400.467,0.168
"1602",2012.354167,397.238,0.236,397.358,0.178,397.628,0.174,398.029,0.261,398.511,0.383,399.01,0.484,399.468,0.525,399.854,0.492,400.16,0.403,400.393,0.296,400.57,0.221
"1603",2012.375,397.019,0.22,397.052,0.2,397.244,0.21,397.587,0.285,398.041,0.402,398.545,0.507,399.045,0.555,399.502,0.527,399.898,0.439,400.22,0.331,400.473,0.255
"1604",2012.395833,396.632,0.244,396.563,0.244,396.658,0.245,396.928,0.295,397.343,0.398,397.849,0.501,398.39,0.552,398.919,0.529,399.4,0.445,399.808,0.342,400.134,0.268
"1605",2012.416667,396.093,0.269,395.903,0.266,395.875,0.249,396.044,0.271,396.396,0.353,396.884,0.445,397.449,0.494,398.034,0.479,398.588,0.409,399.07,0.32,399.459,0.255
"1606",2012.4375,395.439,0.262,395.109,0.247,394.927,0.211,394.954,0.206,395.2,0.263,395.63,0.335,396.184,0.379,396.794,0.374,397.393,0.326,397.925,0.259,398.358,0.207
"1607",2012.458333,394.715,0.227,394.23,0.203,393.861,0.158,393.7,0.128,393.788,0.146,394.109,0.19,394.604,0.224,395.196,0.232,395.805,0.212,396.358,0.173,396.811,0.137
"1608",2012.479167,393.972,0.215,393.32,0.208,392.734,0.185,392.34,0.149,392.217,0.111,392.371,0.093,392.753,0.103,393.279,0.117,393.856,0.114,394.396,0.094,394.841,0.068
"1609",2012.5,393.244,0.278,392.424,0.309,391.606,0.307,390.949,0.272,390.571,0.23,390.51,0.208,390.728,0.202,391.139,0.188,391.641,0.158,392.131,0.122,392.538,0.099
"1610",2012.520833,392.55,0.386,391.574,0.44,390.53,0.442,389.607,0.401,388.958,0.361,388.653,0.353,388.669,0.354,388.926,0.329,389.313,0.275,389.719,0.218,390.059,0.191
"1611",2012.541667,391.907,0.483,390.797,0.548,389.556,0.547,388.393,0.499,387.49,0.462,386.942,0.469,386.745,0.479,386.825,0.45,387.069,0.382,387.361,0.312,387.608,0.281
"1612",2012.5625,391.85,0.61,390.787,0.697,389.416,0.718,387.948,0.699,386.643,0.686,385.69,0.682,385.149,0.652,384.968,0.575,385.028,0.47,385.194,0.383,385.348,0.353
"1613",2012.583333,391.173,0.646,390.058,0.736,388.617,0.763,387.061,0.756,385.652,0.754,384.585,0.751,383.919,0.714,383.607,0.626,383.534,0.514,383.573,0.426,383.617,0.398
"1614",2012.604167,390.478,0.617,389.37,0.696,387.962,0.727,386.447,0.735,385.064,0.75,383.987,0.756,383.268,0.719,382.859,0.631,382.66,0.52,382.569,0.435,382.494,0.409
"1615",2012.625,389.818,0.543,388.786,0.602,387.514,0.631,386.163,0.658,384.928,0.697,383.942,0.719,383.237,0.692,382.768,0.609,382.459,0.5,382.239,0.412,382.046,0.381
"1616",2012.645833,389.278,0.443,388.385,0.475,387.334,0.503,386.246,0.555,385.253,0.627,384.436,0.678,383.799,0.668,383.304,0.591,382.904,0.474,382.565,0.367,382.262,0.314
"1617",2012.666667,388.943,0.342,388.238,0.346,387.465,0.381,386.697,0.473,386,0.591,385.397,0.676,384.866,0.684,384.375,0.607,383.907,0.47,383.47,0.321,383.073,0.218
"1618",2012.6875,388.878,0.266,388.386,0.256,387.906,0.314,387.468,0.452,387.075,0.61,386.695,0.722,386.284,0.743,385.818,0.661,385.31,0.5,384.803,0.31,384.34,0.148
"1619",2012.708333,389.122,0.238,388.84,0.237,388.63,0.323,388.487,0.49,388.362,0.671,388.182,0.796,387.886,0.821,387.46,0.731,386.942,0.556,386.4,0.356,385.902,0.206
"1620",2012.729167,389.659,0.25,389.562,0.266,389.57,0.366,389.656,0.543,389.739,0.732,389.716,0.862,389.522,0.884,389.149,0.791,388.65,0.616,388.111,0.433,387.613,0.333
"1621",2012.75,390.342,0.226,390.275,0.184,390.309,0.222,390.449,0.39,390.641,0.6,390.785,0.768,390.784,0.836,390.597,0.783,390.251,0.651,389.823,0.517,389.402,0.461
"1622",2012.770833,391.184,0.238,391.172,0.191,391.261,0.222,391.466,0.388,391.741,0.594,391.985,0.76,392.095,0.829,392.02,0.786,391.778,0.674,391.44,0.576,391.092,0.556
"1623",2012.791667,392.066,0.253,392.085,0.196,392.194,0.214,392.425,0.368,392.743,0.565,393.054,0.723,393.253,0.79,393.282,0.758,393.149,0.67,392.913,0.604,392.65,0.609
"1624",2012.8125,392.906,0.273,392.948,0.205,393.071,0.202,393.314,0.339,393.654,0.522,394.008,0.671,394.274,0.737,394.39,0.713,394.356,0.643,394.217,0.598,394.04,0.618
"1625",2012.833333,393.613,0.3,393.703,0.221,393.865,0.194,394.136,0.31,394.499,0.483,394.881,0.625,395.19,0.69,395.368,0.67,395.408,0.606,395.347,0.565,395.242,0.583
"1626",2012.854167,394.222,0.325,394.374,0.241,394.595,0.193,394.911,0.294,395.303,0.463,395.703,0.604,396.033,0.667,396.244,0.644,396.326,0.571,396.313,0.513,396.255,0.515
"1627",2012.875,394.712,0.343,394.954,0.261,395.267,0.207,395.654,0.298,396.084,0.465,396.495,0.608,396.825,0.67,397.035,0.64,397.125,0.546,397.128,0.455,397.091,0.426
"1628",2012.895833,395.144,0.345,395.435,0.286,395.757,0.227,396.093,0.256,396.421,0.364,396.726,0.471,396.998,0.522,397.228,0.503,397.41,0.433,397.549,0.359,397.655,0.327
"1629",2012.916667,395.521,0.341,395.926,0.314,396.361,0.28,396.776,0.298,397.132,0.379,397.42,0.467,397.647,0.505,397.828,0.473,397.971,0.388,398.088,0.293,398.187,0.238
"1630",2012.9375,395.914,0.338,396.417,0.348,396.944,0.338,397.421,0.345,397.795,0.398,398.058,0.461,398.236,0.484,398.361,0.441,398.458,0.347,398.543,0.238,398.625,0.165
"1631",2012.958333,395.879,0.366,396.299,0.415,396.81,0.437,397.35,0.456,397.845,0.49,398.247,0.516,398.545,0.499,398.753,0.425,398.893,0.311,398.994,0.19,399.08,0.109
"1632",2012.979167,396.252,0.374,396.676,0.431,397.183,0.45,397.715,0.454,398.201,0.466,398.595,0.474,398.889,0.449,399.096,0.377,399.24,0.27,399.349,0.157,399.445,0.076
"1633",2013,396.632,0.366,397.033,0.415,397.506,0.428,397.996,0.427,398.441,0.433,398.807,0.438,399.097,0.413,399.326,0.346,399.514,0.248,399.676,0.148,399.822,0.085
"1634",2013.020833,397.13,0.285,397.509,0.325,397.928,0.345,398.343,0.364,398.714,0.393,399.026,0.412,399.293,0.394,399.532,0.333,399.755,0.246,399.962,0.164,400.153,0.124
"1635",2013.041667,397.65,0.15,398,0.184,398.35,0.233,398.673,0.301,398.951,0.371,399.196,0.412,399.434,0.405,399.686,0.349,399.952,0.266,400.217,0.193,400.462,0.167
"1636",2013.0625,398.15,0.064,398.469,0.105,398.752,0.193,398.983,0.301,399.173,0.4,399.353,0.459,399.565,0.459,399.83,0.401,400.139,0.31,400.457,0.228,400.752,0.196
"1637",2013.083333,398.593,0.229,398.882,0.25,399.11,0.294,399.271,0.376,399.392,0.47,399.523,0.532,399.715,0.533,399.99,0.469,400.329,0.364,400.685,0.262,401.014,0.211
"1638",2013.104167,398.96,0.389,399.223,0.407,399.414,0.423,399.536,0.471,399.622,0.548,399.73,0.606,399.913,0.606,400.192,0.536,400.542,0.419,400.911,0.299,401.248,0.229
"1639",2013.125,399.266,0.497,399.515,0.511,399.697,0.509,399.816,0.534,399.904,0.598,400.011,0.653,400.188,0.654,400.456,0.582,400.788,0.461,401.134,0.336,401.448,0.262
"1640",2013.145833,399.517,0.539,399.756,0.548,399.95,0.536,400.097,0.55,400.218,0.605,400.348,0.656,400.527,0.656,400.772,0.589,401.061,0.476,401.353,0.364,401.612,0.303
"1641",2013.166667,399.721,0.514,399.954,0.517,400.17,0.502,400.365,0.513,400.541,0.561,400.712,0.605,400.899,0.605,401.114,0.547,401.341,0.454,401.558,0.369,401.743,0.332
"1642",2013.1875,399.896,0.432,400.127,0.433,400.369,0.422,400.617,0.437,400.855,0.479,401.073,0.513,401.271,0.51,401.452,0.464,401.611,0.397,401.742,0.346,401.845,0.334
"1643",2013.208333,400.057,0.315,400.289,0.317,400.556,0.321,400.85,0.347,401.143,0.386,401.402,0.411,401.607,0.403,401.754,0.365,401.847,0.321,401.899,0.297,401.927,0.305
"1644",2013.229167,400.211,0.186,400.447,0.196,400.732,0.225,401.059,0.273,401.388,0.317,401.673,0.337,401.88,0.322,401.998,0.285,402.038,0.249,402.028,0.237,402,0.252
"1645",2013.25,400.352,0.09,400.593,0.117,400.89,0.171,401.235,0.237,401.584,0.291,401.881,0.312,402.084,0.294,402.182,0.25,402.189,0.203,402.143,0.181,402.083,0.191
"1646",2013.270833,400.465,0.131,400.709,0.149,401.014,0.187,401.369,0.246,401.727,0.301,402.028,0.326,402.228,0.309,402.317,0.258,402.314,0.194,402.259,0.145,402.193,0.133
"1647",2013.291667,400.407,0.18,400.558,0.168,400.786,0.159,401.099,0.193,401.469,0.254,401.833,0.304,402.126,0.313,402.312,0.277,402.394,0.212,402.403,0.141,402.383,0.095
"1648",2013.3125,400.407,0.273,400.539,0.258,400.765,0.231,401.091,0.242,401.477,0.301,401.858,0.358,402.172,0.371,402.386,0.33,402.501,0.25,402.548,0.158,402.562,0.084
"1649",2013.333333,400.327,0.368,400.424,0.359,400.64,0.321,400.978,0.312,401.388,0.364,401.8,0.426,402.152,0.443,402.413,0.397,402.583,0.304,402.684,0.197,402.748,0.115
"1650",2013.354167,400.159,0.453,400.197,0.45,400.388,0.404,400.729,0.377,401.165,0.415,401.618,0.478,402.023,0.497,402.35,0.449,402.592,0.351,402.763,0.242,402.887,0.172
"1651",2013.375,399.898,0.503,399.856,0.507,399.996,0.455,400.32,0.409,400.767,0.429,401.255,0.485,401.719,0.506,402.121,0.463,402.449,0.374,402.705,0.278,402.901,0.228
"1652",2013.395833,399.553,0.498,399.414,0.504,399.473,0.449,399.743,0.386,400.17,0.381,400.672,0.42,401.183,0.441,401.659,0.412,402.076,0.346,402.419,0.286,402.693,0.267
"1653",2013.416667,399.142,0.426,398.895,0.427,398.842,0.375,399.011,0.31,399.366,0.291,399.84,0.319,400.367,0.338,400.899,0.326,401.395,0.295,401.825,0.277,402.176,0.29
"1654",2013.4375,398.689,0.291,398.333,0.284,398.137,0.252,398.151,0.242,398.369,0.285,398.754,0.341,399.25,0.367,399.803,0.351,400.359,0.315,400.866,0.299,401.289,0.321
"1655",2013.458333,398.216,0.148,397.759,0.133,397.398,0.183,397.205,0.312,397.219,0.46,397.443,0.574,397.845,0.612,398.373,0.565,398.959,0.47,399.525,0.39,400.009,0.378
"1656",2013.479167,397.724,0.196,397.187,0.208,396.658,0.303,396.226,0.492,395.981,0.711,395.978,0.878,396.222,0.929,396.671,0.849,397.246,0.684,397.842,0.523,398.369,0.458
"1657",2013.5,397.237,0.359,396.637,0.383,395.943,0.469,395.26,0.678,394.723,0.948,394.445,1.162,394.476,1.226,394.794,1.115,395.314,0.886,395.906,0.651,396.446,0.532
"1658",2013.520833,396.731,0.486,396.035,0.512,395.119,0.554,394.1,0.699,393.176,0.93,392.547,1.131,392.336,1.197,392.543,1.097,393.061,0.884,393.714,0.668,394.332,0.566
"1659",2013.541667,396.171,0.547,395.476,0.565,394.485,0.597,393.311,0.741,392.168,0.981,391.291,1.19,390.845,1.256,390.857,1.149,391.227,0.919,391.774,0.686,392.313,0.569
"1660",2013.5625,395.543,0.53,394.872,0.535,393.861,0.563,392.602,0.715,391.306,0.962,390.231,1.17,389.573,1.233,389.389,1.122,389.596,0.892,390.014,0.654,390.454,0.528
"1661",2013.583333,394.844,0.456,394.219,0.442,393.242,0.47,391.976,0.634,390.613,0.875,389.412,1.068,388.59,1.124,388.234,1.019,388.278,0.803,388.558,0.577,388.887,0.453
"1662",2013.604167,394.091,0.352,393.532,0.321,392.641,0.354,391.45,0.52,390.112,0.74,388.871,0.906,387.951,0.95,387.459,0.856,387.355,0.667,387.496,0.47,387.707,0.358
"1663",2013.625,393.329,0.257,392.857,0.223,392.1,0.262,391.057,0.411,389.835,0.588,388.642,0.715,387.694,0.743,387.111,0.663,386.879,0.51,386.883,0.35,386.975,0.26
"1664",2013.645833,392.631,0.22,392.265,0.213,391.681,0.249,390.844,0.341,389.812,0.455,388.745,0.536,387.833,0.547,387.202,0.482,386.864,0.365,386.738,0.243,386.71,0.174
"1665",2013.666667,392.086,0.257,391.84,0.282,391.451,0.303,390.855,0.335,390.06,0.381,389.172,0.42,388.346,0.416,387.704,0.361,387.28,0.27,387.034,0.174,386.889,0.118
"1666",2013.6875,391.77,0.321,391.652,0.361,391.464,0.373,391.12,0.37,390.582,0.38,389.902,0.398,389.194,0.392,388.568,0.342,388.078,0.257,387.725,0.166,387.471,0.105
"1667",2013.708333,391.742,0.377,391.748,0.423,391.745,0.428,391.636,0.415,391.344,0.42,390.874,0.445,390.297,0.445,389.709,0.396,389.179,0.304,388.74,0.199,388.396,0.123
"1668",2013.729167,392.017,0.418,392.131,0.462,392.281,0.463,392.366,0.449,392.287,0.466,392.007,0.506,391.564,0.517,391.033,0.464,390.491,0.359,390.002,0.237,389.599,0.145
"1669",2013.75,392.551,0.44,392.715,0.481,392.938,0.481,393.134,0.473,393.205,0.506,393.093,0.559,392.801,0.571,392.373,0.513,391.881,0.396,391.404,0.261,390.997,0.159
"1670",2013.770833,393.313,0.445,393.521,0.478,393.799,0.472,394.077,0.464,394.258,0.506,394.271,0.568,394.098,0.588,393.765,0.532,393.338,0.413,392.9,0.274,392.515,0.172
"1671",2013.791667,394.194,0.435,394.414,0.459,394.707,0.445,395.021,0.441,395.269,0.489,395.38,0.559,395.319,0.583,395.096,0.531,394.767,0.414,394.407,0.278,394.082,0.179
"1672",2013.8125,395.09,0.417,395.297,0.431,395.575,0.412,395.892,0.407,396.18,0.459,396.367,0.531,396.413,0.557,396.315,0.508,396.11,0.398,395.861,0.271,395.628,0.182
"1673",2013.833333,395.914,0.397,396.096,0.402,396.346,0.377,396.653,0.371,396.964,0.423,397.215,0.493,397.363,0.518,397.394,0.474,397.328,0.373,397.211,0.258,397.091,0.181
"1674",2013.854167,396.604,0.382,396.764,0.379,396.994,0.35,397.295,0.34,397.626,0.387,397.934,0.453,398.176,0.477,398.33,0.437,398.404,0.346,398.423,0.243,398.42,0.176
"1675",2013.875,397.138,0.377,397.294,0.37,397.523,0.335,397.833,0.32,398.191,0.359,398.551,0.418,398.873,0.44,399.134,0.404,399.328,0.32,399.469,0.226,399.575,0.164
"1676",2013.895833,397.526,0.382,397.698,0.375,397.953,0.337,398.295,0.314,398.691,0.342,399.1,0.391,399.487,0.411,399.827,0.376,400.112,0.298,400.343,0.207,400.532,0.144
"1677",2013.916667,397.799,0.392,398.008,0.39,398.311,0.352,398.704,0.317,399.149,0.326,399.603,0.363,400.035,0.376,400.424,0.343,400.763,0.269,401.049,0.182,401.29,0.116
"1678",2013.9375,398.004,0.404,398.264,0.411,398.629,0.374,399.085,0.327,399.584,0.312,400.078,0.329,400.537,0.337,400.947,0.303,401.303,0.235,401.605,0.154,401.863,0.087
"1679",2013.958333,398.187,0.417,398.501,0.431,398.931,0.396,399.45,0.335,400,0.295,400.528,0.291,401.001,0.288,401.407,0.257,401.75,0.197,402.037,0.125,402.282,0.065
"1680",2013.979167,398.389,0.428,398.751,0.446,399.235,0.409,399.805,0.338,400.397,0.276,400.947,0.25,401.422,0.239,401.811,0.211,402.121,0.161,402.373,0.101,402.586,0.055
"1681",2014,398.893,0.369,399.284,0.377,399.754,0.344,400.28,0.287,400.819,0.237,401.323,0.217,401.758,0.208,402.113,0.183,402.393,0.14,402.616,0.089,402.804,0.05
"1682",2014.020833,399.208,0.39,399.618,0.381,400.097,0.334,400.628,0.267,401.168,0.216,401.67,0.197,402.098,0.191,402.435,0.17,402.688,0.132,402.881,0.088,403.038,0.056
"1683",2014.041667,399.57,0.403,399.984,0.375,400.453,0.312,400.964,0.242,401.483,0.198,401.969,0.192,402.384,0.193,402.713,0.177,402.96,0.144,403.144,0.108,403.292,0.087
"1684",2014.0625,399.959,0.401,400.369,0.357,400.813,0.283,401.286,0.216,401.765,0.191,402.221,0.204,402.623,0.214,402.953,0.202,403.212,0.173,403.412,0.147,403.575,0.139
"1685",2014.083333,400.346,0.379,400.748,0.327,401.162,0.253,401.588,0.197,402.017,0.201,402.435,0.234,402.821,0.253,403.161,0.242,403.447,0.214,403.682,0.192,403.878,0.194
"1686",2014.104167,400.7,0.339,401.095,0.287,401.48,0.22,401.861,0.19,402.24,0.225,402.619,0.275,402.991,0.301,403.343,0.29,403.663,0.257,403.942,0.232,404.179,0.233
"1687",2014.125,400.998,0.286,401.386,0.24,401.749,0.191,402.094,0.192,402.435,0.252,402.784,0.315,403.144,0.344,403.508,0.33,403.858,0.29,404.174,0.254,404.447,0.247
"1688",2014.145833,401.225,0.229,401.64,0.197,402.045,0.168,402.44,0.195,402.827,0.265,403.203,0.33,403.564,0.357,403.9,0.339,404.203,0.292,404.466,0.248,404.692,0.231
"1689",2014.166667,401.378,0.177,401.777,0.155,402.17,0.143,402.559,0.181,402.944,0.254,403.321,0.318,403.685,0.345,404.025,0.326,404.333,0.276,404.601,0.222,404.83,0.194
"1690",2014.1875,401.475,0.141,401.85,0.127,402.235,0.124,402.632,0.165,403.036,0.236,403.434,0.296,403.81,0.321,404.149,0.302,404.445,0.25,404.694,0.19,404.902,0.149
"1691",2014.208333,401.544,0.125,401.887,0.116,402.265,0.116,402.679,0.154,403.116,0.217,403.548,0.272,403.942,0.295,404.277,0.276,404.546,0.224,404.757,0.163,404.925,0.118
"1692",2014.229167,401.62,0.118,401.928,0.112,402.295,0.112,402.727,0.146,403.201,0.205,403.669,0.257,404.082,0.276,404.408,0.257,404.643,0.208,404.805,0.149,404.923,0.108
"1693",2014.25,401.733,0.109,402.005,0.104,402.359,0.107,402.802,0.142,403.304,0.202,403.801,0.253,404.228,0.271,404.542,0.252,404.743,0.203,404.857,0.147,404.926,0.111
"1694",2014.270833,401.899,0.092,402.139,0.088,402.476,0.098,402.919,0.143,403.431,0.207,403.941,0.258,404.371,0.277,404.673,0.255,404.846,0.205,404.924,0.149,404.957,0.116
"1695",2014.291667,402.105,0.085,402.319,0.077,402.637,0.094,403.066,0.148,403.57,0.214,404.074,0.267,404.496,0.286,404.787,0.264,404.946,0.213,405.009,0.156,405.025,0.122
"1696",2014.3125,402.31,0.097,402.502,0.082,402.798,0.097,403.204,0.153,403.684,0.222,404.168,0.278,404.577,0.298,404.865,0.276,405.027,0.224,405.098,0.167,405.123,0.134
"1697",2014.333333,402.452,0.116,402.622,0.095,402.893,0.105,403.27,0.16,403.719,0.232,404.179,0.291,404.578,0.314,404.874,0.294,405.062,0.242,405.166,0.184,405.224,0.147
"1698",2014.354167,402.468,0.137,402.604,0.118,402.843,0.122,403.188,0.172,403.608,0.245,404.049,0.308,404.45,0.334,404.772,0.316,405.005,0.263,405.165,0.201,405.276,0.16
"1699",2014.375,402.305,0.18,402.386,0.172,402.578,0.169,402.886,0.198,403.282,0.263,403.717,0.326,404.135,0.356,404.501,0.339,404.799,0.285,405.031,0.218,405.21,0.172
"1700",2014.395833,401.934,0.264,401.929,0.265,402.049,0.246,402.31,0.242,402.685,0.284,403.124,0.343,403.576,0.375,404.002,0.36,404.38,0.304,404.695,0.235,404.948,0.186
"1701",2014.416667,401.36,0.378,401.232,0.378,401.25,0.337,401.44,0.298,401.783,0.313,402.228,0.365,402.721,0.399,403.217,0.384,403.68,0.326,404.082,0.254,404.412,0.205
"1702",2014.4375,400.621,0.494,400.337,0.483,400.214,0.416,400.3,0.35,400.586,0.35,401.023,0.405,401.55,0.443,402.111,0.426,402.655,0.36,403.14,0.278,403.539,0.225
